metric,policy_a,policy_b,profile,n_seeds,mean_diff,ci_lo,ci_hi,std,excludes_zero,a_mean,b_mean
usable_confidence_proxy,dapper,cloud_only,ALL,30,0.5883704568567509,0.5859541001982334,0.5907913237018899,0.006796005822347645,True,0.7437230794947993,0.15535262263804825
bandwidth_per_1000_frames_kb,dapper,cloud_only,ALL,30,-18395.933333333334,-18517.133333333335,-18274.0,346.66578691311884,True,9105.666666666666,27501.6
mean_latency_ms,dapper,cloud_only,ALL,30,-82.94765401882177,-83.24962269997985,-82.65589434188702,0.8330526705915787,True,20.628428900663106,103.57608291948488
deadline_miss_rate,dapper,deadline_greedy,ALL,30,0.0,0.0,0.0,0.0,False,0.0,0.0
p95_latency_ms,dapper,deadline_greedy,ALL,30,-0.6107718979995861,-0.64412786967088,-0.5766070636257918,0.09481121525814847,True,33.37312759150925,33.983899489508836
usable_confidence_proxy,dapper,deadline_greedy,ALL,30,0.018732589439593585,0.01840611824851057,0.01905867491702961,0.0009353234074794356,True,0.7437230794947993,0.7249904900552055
bandwidth_per_1000_frames_kb,dapper,deadline_greedy,ALL,30,9105.666666666666,9045.995833333332,9164.833333333334,168.55743589471896,True,9105.666666666666,0.0
mean_latency_ms,dapper,deadline_greedy,ALL,30,-4.3716540188217765,-4.425478066977364,-4.317397349053412,0.1518257854484623,True,20.628428900663106,25.000082919484882
deadline_miss_rate,dapper,confidence_deadline,ALL,30,0.0,0.0,0.0,0.0,False,0.0,0.0
p95_latency_ms,dapper,confidence_deadline,ALL,30,-0.6107718979995861,-0.64412786967088,-0.5766070636257918,0.09481121525814847,True,33.37312759150925,33.983899489508836
usable_confidence_proxy,dapper,confidence_deadline,ALL,30,0.018732589439593585,0.01840611824851057,0.01905867491702961,0.0009353234074794356,True,0.7437230794947993,0.7249904900552055
bandwidth_per_1000_frames_kb,dapper,confidence_deadline,ALL,30,9105.666666666666,9045.995833333332,9164.833333333334,168.55743589471896,True,9105.666666666666,0.0
mean_latency_ms,dapper,confidence_deadline,ALL,30,-4.3716540188217765,-4.425478066977364,-4.317397349053412,0.1518257854484623,True,20.628428900663106,25.000082919484882
deadline_miss_rate,dapper,rtt_threshold,ALL,30,-4.666666666666667e-05,-8.666666666666668e-05,-1.3333333333333333e-05,0.00010080138659874615,True,0.0,4.666666666666667e-05
p95_latency_ms,dapper,rtt_threshold,ALL,30,-0.6144812807057346,-0.6477243063922874,-0.5803627321932961,0.09477937343275929,True,33.37312759150925,33.987608872214985
usable_confidence_proxy,dapper,rtt_threshold,ALL,30,0.018747385827582855,0.01841649242231818,0.01907301015597138,0.0009363027708361421,True,0.7437230794947993,0.7249756936672164
bandwidth_per_1000_frames_kb,dapper,rtt_threshold,ALL,30,9102.0,9042.0,9161.004166666666,168.7612065244445,True,9105.666666666666,3.6666666666666665
mean_latency_ms,dapper,rtt_threshold,ALL,30,-4.3817895211375495,-4.435594743410151,-4.327456968659285,0.15064426913966542,True,20.628428900663106,25.01021842180065
deadline_miss_rate,dapper,oracle_feasible,ALL,30,0.0,0.0,0.0,0.0,False,0.0,0.0
p95_latency_ms,dapper,oracle_feasible,ALL,30,-27.39493267692354,-28.659624996130496,-26.25959686712168,3.3765644219001216,True,33.37312759150925,60.7680602684328
usable_confidence_proxy,dapper,oracle_feasible,ALL,30,-0.0016510167293400564,-0.0018328719377836387,-0.0014709121588786318,0.0005090697551704056,True,0.7437230794947993,0.7453740962241395
bandwidth_per_1000_frames_kb,dapper,oracle_feasible,ALL,30,5709.5,5634.5,5783.5,216.9591968630237,True,9105.666666666666,3396.1666666666665
mean_latency_ms,dapper,oracle_feasible,ALL,30,-13.04388248960052,-13.174153349806437,-12.902710111936939,0.38924895869428733,True,20.628428900663106,33.67231139026363
