deadline_sweep_ms,profile,policy,metric,mean,std,ci_lo,ci_hi,n_seeds
50.0,stable,oracle_feasible,remote_output_share,0.84002,0.0009997777530809293,0.8394600000000001,0.8406399999999999,10
50.0,stable,oracle_feasible,usable_output_rate,0.99712,0.00013984117975600482,0.9970399999999999,0.99718,10
50.0,stable,oracle_feasible,reuse_rate,0.0,0.0,0.0,0.0,10
50.0,stable,oracle_feasible,remote_attempt_rate,0.84002,0.0009997777530809293,0.8394600000000001,0.8406399999999999,10
50.0,stable,oracle_feasible,remote_accept_rate,1.0,0.0,1.0,1.0,10
50.0,stable,oracle_feasible,pct_local_fast,15.998000000000001,0.09997777530809294,15.936000000000002,16.054,10
50.0,stable,oracle_feasible,pct_edge_accurate,84.002,0.09997777530809636,83.946,84.06400000000001,10
50.0,stable,oracle_feasible,pct_hybrid,0.0,0.0,0.0,0.0,10
50.0,stable,oracle_feasible,pct_degraded_safe,0.0,0.0,0.0,0.0,10
50.0,congested,local_only,delivered_recall,0.6241299751101134,0.0,0.6241299751101134,0.6241299751101134,10
50.0,congested,local_only,delivered_safety_recall,0.7174829557521651,1.1702778228589004e-16,0.7174829557521651,0.7174829557521651,10
50.0,congested,local_only,delivered_recall_fresh_only,0.6385726522200994,0.0,0.6385726522200994,0.6385726522200994,10
50.0,congested,local_only,delivered_safety_recall_fresh_only,0.7348134619297538,0.0,0.7348134619297538,0.7348134619297538,10
50.0,congested,local_only,deadline_miss_rate,0.0224,0.0,0.0224,0.0224,10
50.0,congested,local_only,p95_latency_ms,45.673494995571694,7.489778066296963e-15,45.673494995571694,45.673494995571694,10
50.0,congested,local_only,mean_latency_ms,35.19284060007193,7.489778066296963e-15,35.19284060007193,35.19284060007193,10
50.0,congested,local_only,usable_confidence_proxy,0.8010538005888461,1.1702778228589004e-16,0.8010538005888461,0.8010538005888461,10
50.0,congested,local_only,bandwidth_per_1000_frames_kb,0.0,0.0,0.0,0.0,10
50.0,congested,local_only,remote_output_share,0.0,0.0,0.0,0.0,10
